régionCNC,N° auto,nom,région administrative,adresse,code INSEE,commune,population de la commune,DEP,N°UU,unité urbaine,population unité urbaine,situation géographique,écrans,fauteuils,semaines d'activité,séances,entrées 2024,entrées 2023,évolution entrées,tranche d'entrées,propriétaire,AE,catégorie Art et Essai,label Art et Essai,genre,multiplexe,zone de la commune,nombre de films programmés,nombre de films inédits,nombre de films en semaine 1,PdM en entrées des films français,PdM en entrées des films américains,PdM en entrées des films européens,PdM en entrées des autres films,films Art et Essai,part des séances de films Art et Essai,PdM en entrées des films Art et Essai,latitude,longitude
5,221842,AMICAL CINE,HAUTS DE FRANCE,"35, RUE JOSEPH LEROY",59339,Leers,9628,59,59702,Lille (partie française),1062844,04-Unités urbaines de 100 000 hbts ou plus,1,154,49,633,17676,16331,8.23587043046966%,De 10 à 20 000 entrées,,OUI,C,JP,FIXE,NON,B,191,139,0,67.5168518855894%,13.3600534402138%,13.8458735653124%,5.27722110888444%,105,51.505016722408%,43.0132993259246%,50.679317,3.243787
3,221971,CINEMA ST MICHEL,PAYS DE LA LOIRE,PLACE DU GENERAL CHARETTE,44081,Legé,4742,44,44115,Legé,4742,06-autres communes et unités urbaines,1,234,52,462,11901,11438,4.04791047385907%,De 10 à 20 000 entrées,,OUI,E,,FIXE,NON,I,208,169,2,65.1377777777778%,22.4444444444444%,10.64%,1.77777777777778%,106,46.0496613995485%,32.7466666666667%,46.88534,-1.59841
4,222030,TEMPO,OCCITANIE,1 ROUTE DE TOULOUSE,31291,Léguevin,9615,31,00758,Toulouse,1062736,04-Unités urbaines de 100 000 hbts ou plus,1,252,50,383,8441,9480,-10.9599156118143%,De 5 à 10 000 entrées,,OUI,C,,FIXE,NON,B,215,177,0,62.1520409437024%,24.4413930845088%,11.5840719011359%,1.82249407065285%,113,42.8571428571429%,45.4874547497191%,43.600031,1.239756
4,222481,ETOILE,NOUVELLE AQUITAINE,33 GRAND'RUE,86128,Lencloître,2513,86,86103,Lencloître,2513,06-autres communes et unités urbaines,1,289,53,683,12152,9705,25.2138073158166%,De 10 à 20 000 entrées,,OUI,E,JP,FIXE,NON,I,197,157,3,61.4626129827445%,23.4273714963937%,13.3388112845796%,1.7712042362823%,74,32.5%,34.5750022824797%,46.815557,0.327879
4,222821,ESPACE CULTUREL GEORGES BRASSENS,NOUVELLE AQUITAINE,13 RUE DU 9 MARS 1962,33238,Léognan,10804,33,33701,Bordeaux,1008323,04-Unités urbaines de 100 000 hbts ou plus,1,349,48,680,15876,15934,-0.364001506213129%,De 10 à 20 000 entrées,,OUI,C,,FIXE,NON,B,231,173,0,64.4804318488529%,16.5182186234818%,15.7692307692308%,3.23211875843455%,135,53.7404580152672%,53.5425101214575%,44.730648,-0.600381
4,222841,CENTRE CULTUREL LEON,NOUVELLE AQUITAINE,PLACE DU DOCTEUR DUFAU,40150,Léon,1985,40,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,222,53,697,13935,13514,3.11528784963741%,De 10 à 20 000 entrées,,OUI,E,JP,FIXE,NON,R,253,213,14,61.7097648523918%,24.6355578345909%,10.5926305765145%,3.06204673650282%,135,43.2352941176471%,35.865504358655%,43.875113,-1.302436
3,223593,EVEN,BRETAGNE,18 RUE ALSACE LORRAINE,29124,Lesneven,7506,29,29305,Lesneven,13424,06-autres communes et unités urbaines,1,340,53,552,35850,33650,6.53789004457652%,De 30 à 40 000 entrées,,OUI,E,JPPR,FIXE,NON,C,263,201,2,55.5340442008697%,22.5263596830881%,17.5105736581879%,4.42902245785429%,150,47.2868217054264%,39.2148686483588%,48.572208,-4.327487
4,223612,JEAN DUJARDIN,NOUVELLE AQUITAINE,20 RUE DU PALAIS DE JUSTICE,33240,Lesparre-Médoc,5920,33,33213,Lesparre-Médoc,8317,06-autres communes et unités urbaines,1,212,49,574,15712,15566,0.937941667737376%,De 10 à 20 000 entrées,,OUI,E,,FIXE,NON,C,239,203,8,55.5098366979555%,31.0659637392311%,12.0869229780121%,1.33727658480134%,118,38.6524822695035%,22.5408255111225%,45.307833,-0.938774
7,224165,CLAP CINE,OCCITANIE,RUE SALVADOR DALI,11202,Leucate,4635,11,00457,Saint-Laurent-de-la-Salanque,24665,05-Unités urbaines de 20 000 à 100 000 hbts,3,451,53,3988,63554,55872,13.7492840778923%,De 50 à 80 000 entrées,,OUI,E,JP,FIXE,NON,R,261,190,97,56.7394728050779%,30.5181272967341%,11.4061182609249%,1.33628163726317%,149,28.4522003034901%,18.5138639219866%,42.841052,3.039151
2,224413,PATHE LEVALLOIS,ILE-DE-FRANCE,28 RUE D'ALSACE,92044,Levallois-Perret,67809,92,00851,Paris,10947378,02-Petite Couronne,8,1538,53,14378,361144,373538,-3.31800245222708%,De 300 à 450 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,B,346,232,172,35.5400550631211%,45.3476139314173%,17.6369863013699%,1.47534470409168%,152,25.6325088339223%,16.0777039126153%,48.891726,2.296363
7,224532,FOYER,PROVENCE-ALPES-COTE D'AZUR,FOYER,06075,Levens,5011,06,06108,Levens,5011,06-autres communes et unités urbaines,1,,52,286,11984,12343,-2.90853115125982%,De 10 à 20 000 entrées,,NON,NON,,ITINERANT,NON,I,109,87,3,51.6692725098869%,33.7993194150648%,10.7330083693553%,3.798399705693%,38,27.7372262773723%,27.4165363745057%,43.860403,7.223268
7,225081,PALACE,OCCITANIE,29  COURS DE LA REPUBLIQUE,11203,Lézignan-Corbières,11338,11,11301,Lézignan-Corbières,11338,06-autres communes et unités urbaines,1,199,51,472,9743,10197,-4.45228988918309%,De 5 à 10 000 entrées,,OUI,E,RDJPPR,FIXE,NON,I,257,169,2,59.979353062629%,22.080752466162%,14.1660931406286%,3.77380133058041%,175,60.3139013452915%,64.5675613672861%,43.200704,2.758263
4,225444,GRAND ECRAN,NOUVELLE AQUITAINE,56 AVENUE GALLIENI,33243,Libourne,24941,33,33401,Libourne,37286,05-Unités urbaines de 20 000 à 100 000 hbts,10,1367,53,13743,243861,235731,3.44884635453122%,De 200 à 300 000 entrées,GRAND ECRAN,OUI,D,,FIXE,OUI,C,447,302,243,47.5148990337326%,36.1122820938825%,14.4349112670585%,1.93790760532646%,230,30.871405634214%,17.1043386978121%,44.913546,-0.237461
2,226040,PATHE CARRE SENART,ILE-DE-FRANCE,3 ALLEE DU PREAMBULE,77251,Lieusaint,13891,77,00851,Paris,10947378,03-Grande couronne,17,3778,53,31768,1247544,1416469,-11.9257816443565%,"De 1 à 1,5 million d'entrées",CINEMAS PATHE,NON,NON,,FIXE,OUI,B,405,276,262,28.0746915390688%,52.8981309339997%,16.5153751746215%,2.51180235231001%,129,19.0982111427566%,9.28489420099105%,48.616119,2.547927
5,226125,PATHE LIEVIN,HAUTS DE FRANCE,RUE FRANÇOIS COURTIN,62510,Liévin,30432,62,00756,Douai-Lens,510310,04-Unités urbaines de 100 000 hbts ou plus,15,2523,53,25148,407781,428767,-4.89449980992007%,De 300 à 450 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,C,402,267,212,35.0338461232387%,46.5626663085593%,16.1638241891603%,2.23966337904176%,129,13.1258294124744%,7.03830257091273%,50.42314,2.777484
3,226211,SALLE ST MICHEL,BRETAGNE,1 RUE ARISTIDE BRIAND,35152,Liffré,8265,35,35217,Liffré,8265,06-autres communes et unités urbaines,1,300,37,298,21683,24393,-11.1097445988603%,De 20 à 30 000 entrées,,OUI,E,,FIXE,NON,I,138,106,0,61.6787456776088%,20.1695798398939%,15.281133058595%,2.87054142390223%,76,47.5862068965517%,39.1881009900052%,48.213038,-1.504786
2,226883,THEATRE DU GARDE CHASSE,ILE-DE-FRANCE,2 AVENUE WALDECK ROUSSEAU,93045,Les Lilas,23396,93,00851,Paris,10947378,02-Petite Couronne,1,308,37,440,11821,11030,7.1713508612874%,De 10 à 20 000 entrées,,OUI,C,,FIXE,NON,B,168,115,2,61.8861319880572%,7.29949552146608%,18.5627509523319%,12.2516215381448%,150,89.5939086294416%,92.6799135179656%,48.881921,2.419546
5,226974,UGC CINE CITE LILLE,HAUTS DE FRANCE,40/48 RUE DE BETHUNE,59350,Lille,238104,59,59702,Lille (partie française),1062844,04-Unités urbaines de 100 000 hbts ou plus,14,2705,53,22049,713380,696212,2.46591555445755%,De 700 000 à 1 million d'entrées,UGC,NON,NON,,FIXE,OUI,C,451,196,164,36.3456699126907%,41.3075433135327%,18.833316219383%,3.51347055439353%,198,21.8686157897126%,23.9928205806271%,50.633831,3.063221
5,227031,METROPOLE,HAUTS DE FRANCE,26 RUE DES PONTS DE COMINES,59350,Lille,238104,59,59702,Lille (partie française),1062844,04-Unités urbaines de 100 000 hbts ou plus,4,454,53,5826,103845,100879,2.9401560285094%,De 100 à 150 000 entrées,UGC,OUI,A,RD,FIXE,NON,C,188,128,105,67.238581034083%,2.59100394157199%,17.5960275137182%,12.5743875106268%,169,91.0419532324622%,94.6846742406678%,50.636559,3.066988
5,227281,MAJESTIC,HAUTS DE FRANCE,54 / 56 RUE DE BETHUNE,59350,Lille,238104,59,59702,Lille (partie française),1062844,04-Unités urbaines de 100 000 hbts ou plus,6,587,53,9118,190029,182146,4.32784689205363%,De 150 à 200 000 entrées,UGC,OUI,A,PR,FIXE,NON,C,335,167,139,49.5693810656212%,20.7446922467168%,16.621141033057%,13.0647856546051%,310,96.5234720992028%,98.2073612271568%,50.633401,3.06284
3,227982,CENTRE CULTUREL JULIOBONA,NORMANDIE,PLACE DE COUBERTIN,76384,Lillebonne,8904,76,76402,Lillebonne,22369,05-Unités urbaines de 20 000 à 100 000 hbts,1,377,25,117,3711,4692,-20.9079283887468%,De 2 à 5 000 entrées,,NON,NON,,FIXE,NON,C,65,43,0,42.7241962774958%,22.0248166948675%,29.3006204173717%,5.95036661026509%,26,38.4615384615385%,59.6728708403835%,49.518115,0.53231
2,228122,ATELIER BARBARA,ILE-DE-FRANCE,22-24 RUE ALSACE LORRAINE,94044,Limeil-Brévannes,28391,94,00851,Paris,10947378,02-Petite Couronne,1,165,43,155,3866,3443,12.2857972698228%,De 2 à 5 000 entrées,,NON,NON,,FIXE,NON,B,129,110,1,55.945252352438%,22.0986598232107%,19.9315654405475%,2.02452238380382%,53,40.4255319148936%,29.0846877673225%,48.744182,2.503331
4,228305,LIDO 2,NOUVELLE AQUITAINE,3 AV CHARLES DE GAULLE,87085,Limoges,132768,87,87601,Limoges,189370,04-Unités urbaines de 100 000 hbts ou plus,3,686,45,3072,43129,46235,-6.7178544392776%,De 40 à 50 000 entrées,GRAND ECRAN,OUI,B,JP,FIXE,NON,C,185,121,93,60.0325430032543%,10.4486285448629%,22.4616457461646%,7.05718270571827%,157,96.7710371819961%,96.8991166899117%,45.854302,1.256414
4,228311,HORIZON GRANDS ECRANS,NOUVELLE AQUITAINE,11 PLACE DENIS DUSSOUBS,87085,Limoges,132768,87,87601,Limoges,189370,04-Unités urbaines de 100 000 hbts ou plus,14,2252,53,18989,256170,257649,-0.574036770955835%,De 200 à 300 000 entrées,GRAND ECRAN,NON,NON,,FIXE,OUI,C,320,275,247,52.2780043928459%,29.2485095701287%,15.9526984625039%,2.52078757452149%,192,46.8096344813015%,31.7304675243175%,45.83291,1.255375
4,228370,GRAND ECRAN ESTER,NOUVELLE AQUITAINE,RUE ARISTIDE BRIAND,87085,Limoges,132768,87,87601,Limoges,189370,04-Unités urbaines de 100 000 hbts ou plus,14,2465,53,19623,427980,433873,-1.35823155623881%,De 300 à 450 000 entrées,GRAND ECRAN,NON,NON,,FIXE,OUI,C,288,207,186,45.2684331308638%,39.7718330168274%,12.9673959653744%,1.99233788693435%,89,11.1094077367265%,4.72520533614812%,45.845477,1.276023
7,228531,ELYSEE,OCCITANIE,9 AV DES MARRONNIERS,11206,Limoux,10681,11,11302,Limoux,13477,06-autres communes et unités urbaines,1,350,50,526,11764,12260,-4.04567699836868%,De 10 à 20 000 entrées,,OUI,E,,FIXE,NON,C,257,175,2,52.2385252069225%,27.7088036117381%,16.2998495109105%,3.75282167042889%,181,60.6361829025845%,56.8754702784048%,43.055193,2.214156
3,229082,TRIANON,NORMANDIE,BD DE LA PLAGE,14365,Lion-sur-Mer,2539,14,14203,Hermanville-sur-Mer,5726,06-autres communes et unités urbaines,1,111,53,215,4521,5190,-12.8901734104046%,De 2 à 5 000 entrées,,OUI,E,,FIXE,NON,B,181,134,0,52.5529265255293%,23.785803237858%,17.9078455790785%,5.75342465753425%,108,60%,57.5342465753425%,49.301809,-0.316265
3,229261,ROYAL,NORMANDIE,12 14 RUE DU 11 NOVEMBRE,14366,Lisieux,20366,14,14401,Lisieux,30651,05-Unités urbaines de 20 000 à 100 000 hbts,3,536,53,3481,68369,64029,6.77817863780475%,De 50 à 80 000 entrées,,OUI,D,,FIXE,NON,C,221,149,73,51.746045784873%,35.1258125856808%,11.7380857618774%,1.3900558675688%,114,16.6279069767442%,12.8937631745751%,49.143794,0.227798
4,229552,CINELIT,NOUVELLE AQUITAINE,RUE DE L HOTEL DE VILLE,40157,Lit-et-Mixe,1721,40,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,192,53,357,11263,8839,27.4239167326621%,De 10 à 20 000 entrées,,OUI,E,,FIXE,NON,R,209,186,18,71.2749753606308%,17.2654780037631%,9.30024191380701%,2.15930472179912%,111,38.9830508474576%,28.7071050981095%,44.033784,-1.257554
2,229833,CINE MUNICIPAL YVES MONTAND,ILE-DE-FRANCE,36 RUE EUGENE MASSE,93046,Livry-Gargan,45818,93,00851,Paris,10947378,02-Petite Couronne,1,264,50,1042,25773,30382,-15.1701665459812%,De 20 à 30 000 entrées,,OUI,C,JP,FIXE,NON,B,206,146,4,54.0718587075132%,23.0004445701815%,15.9236955906721%,7.00400113163319%,116,52.7472527472528%,44.9945439114093%,48.92579,2.545121
3,230152,VIGNY,CENTRE-VAL DE LOIRE,42 RUE BOURDILLET,37132,Loches,6691,37,37302,Loches,10678,06-autres communes et unités urbaines,2,503,47,735,23590,20470,15.2418172936004%,De 20 à 30 000 entrées,,OUI,E,,FIXE,NON,C,124,105,4,74.3539934947597%,13.8597759306108%,10.8239971087821%,0.962233465847488%,58,33.5664335664336%,25.4110950487893%,47.129518,0.993278
3,230301,LE CLUB,BRETAGNE,1 RUE JEAN MARIE LAMMENAIS,56117,Locminé,4815,56,56215,Locminé,8613,06-autres communes et unités urbaines,1,228,53,1129,34736,30856,12.5745397977703%,De 30 à 40 000 entrées,,OUI,E,JP,FIXE,NON,C,236,169,22,54.0112479100167%,30.5183158534732%,12.4821401428789%,2.98829609363125%,129,29.7121634168988%,21.7388660890713%,47.88976,-2.835941
7,230475,LES CINEMAS LUTEVA,OCCITANIE,BD JOSEPH MAURY,34142,Lodève,7618,34,34215,Lodève,10188,06-autres communes et unités urbaines,2,270,53,2015,38786,35118,10.4447861495529%,De 30 à 40 000 entrées,,OUI,E,RDJPPR,FIXE,NON,C,292,220,19,57.0881023499247%,25.2491343078428%,13.864291189765%,3.79847215246755%,190,52.7040816326531%,42.4493140546113%,43.732596,3.314911
5,231270,KINEPOLIS,HAUTS DE FRANCE,ZA DU GRAND BUT,59350,Lille,238104,59,59702,Lille (partie française),1062844,04-Unités urbaines de 100 000 hbts ou plus,23,7358,53,35607,1338060,1459783,-8.33843112298198%,"De 1 à 1,5 million d'entrées",KINEPOLIS,NON,NON,,FIXE,OUI,C,558,347,337,32.8688890584615%,48.1265710126029%,16.6198117391426%,2.38472818979306%,173,21.5182374679116%,6.85008714940967%,50.651256,2.975116
2,231939,THEATRE DE LONGJUMEAU,ILE-DE-FRANCE,20 AVENUE DU GENERAL DE GAULLE,91345,Longjumeau,21242,91,00851,Paris,10947378,03-Grande couronne,1,862,43,287,9568,11081,-13.6540023463586%,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,B,162,137,1,53.9402173913043%,30.0898829431438%,14.9142976588629%,1.05560200668896%,62,36.9337979094077%,28.3026755852843%,48.679684,2.313256
9,232454,UTOPOLIS LONGWY,GRAND EST,AVENUE DE SAINTIGNON,54323,Longwy,15357,54,54405,Longwy (partie française),50704,05-Unités urbaines de 20 000 à 100 000 hbts,7,1330,53,10896,151392,165533,-8.54270749639045%,De 150 à 200 000 entrées,KINEPOLIS,NON,NON,,FIXE,NON,C,311,178,124,35.6626667560501%,47.0288932090903%,16.1178521150365%,1.19058791982302%,136,16.0706034562425%,9.46906214386271%,49.518361,5.770719
6,232572,LE PALACE,BOURGOGNE / FRANCHE-COMTE,9 RUE PASTEUR,39300,Lons-le-Saunier,17921,39,39401,Lons-le-Saunier,27869,05-Unités urbaines de 20 000 à 100 000 hbts,3,445,49,2431,19197,21284,-9.80548769028378%,De 10 à 20 000 entrées,MEGARAMA,OUI,D,,FIXE,NON,C,155,107,70,79.0378731933748%,5.51745964764216%,14.6850933642789%,0.759573794704083%,104,73.297342192691%,59.995780145585%,46.673494,5.556147
6,232584,4C,BOURGOGNE / FRANCHE-COMTE,RUE DES CORDELIERS,39300,Lons-le-Saunier,17921,39,39401,Lons-le-Saunier,27869,05-Unités urbaines de 20 000 à 100 000 hbts,2,256,53,2422,29838,25852,15.4185362834597%,De 20 à 30 000 entrées,,OUI,D,RDJPPR,FIXE,NON,C,206,149,115,70.1131457495906%,6.47982730385589%,16.6145600714605%,6.79246687509305%,196,98.1007067137809%,97.5919309215424%,46.674335,5.555107
6,232586,MEGARAMA,BOURGOGNE / FRANCHE-COMTE,PROMENADE DE LA CHEVALERIE,39300,Lons-le-Saunier,17921,39,39401,Lons-le-Saunier,27869,05-Unités urbaines de 20 000 à 100 000 hbts,7,995,53,11133,186399,167904,11.0152229845626%,De 150 à 200 000 entrées,MEGARAMA,NON,NON,,FIXE,NON,C,235,174,161,49.2374386576761%,37.2275698992069%,12.2112389394864%,1.3237525036306%,48,9.13016101466223%,11.5018544412112%,46.673143,5.558777
7,232943,LE CINEMA,PROVENCE-ALPES-COTE D'AZUR,BOULEVARD CLEMENCEAU,83072,Lorgues,9589,83,83208,Lorgues,9589,06-autres communes et unités urbaines,1,120,50,635,13368,11963,11.7445456825211%,De 10 à 20 000 entrées,,OUI,E,RDJP,FIXE,NON,C,229,171,4,62.2263361236317%,13.6268512556343%,18.0618158403091%,6.08499678042498%,176,75.1235584843493%,73.1406954282035%,43.493104,6.361864
3,233001,CINEVILLE,BRETAGNE,4 BOULEVARD DU MARECHAL  JOFFRE,56121,Lorient,58881,56,56601,Lorient,126358,04-Unités urbaines de 100 000 hbts ou plus,11,2148,53,16859,316514,314288,0.708267576235809%,De 300 à 450 000 entrées,CINEVILLE,NON,NON,,FIXE,OUI,C,505,316,252,55.786522848302%,26.2077282971039%,15.0834683247165%,2.92228052987755%,314,44.5659317679393%,39.1219578438885%,47.751879,-3.366695
6,233062,ESPACE(S),AUVERGNE / RHONE-ALPES,12 AVENUE DE LA RÉPUBLIQUE,26166,Loriol-sur-Drôme,6722,26,26304,Livron-sur-Drôme,16758,06-autres communes et unités urbaines,1,124,46,799,19172,17793,7.75023885797786%,De 10 à 20 000 entrées,,OUI,E,JP,FIXE,NON,B,186,158,3,60.4649872378204%,24.1149705914993%,12.340472755521%,3.07956941515925%,84,37.5812743823147%,26.828320941072%,44.75382,4.824625
3,233181,CINE LOROUX,PAYS DE LA LOIRE,RUE DE LA LIOTTERIE,44084,Le Loroux-Bottereau,8654,44,44305,Saint-Julien-de-Concelles,16268,06-autres communes et unités urbaines,1,198,48,392,11449,10758,6.42312697527421%,De 10 à 20 000 entrées,,OUI,E,,FIXE,NON,C,227,182,0,64.56030519417%,19.7300205419153%,10.0068473050964%,5.70282695881835%,131,53.4246575342466%,53.418761615964%,47.236043,-1.348969
3,233722,QUAI DES IMAGES,BRETAGNE,BLVD VICTOR ETIENNE,22136,Loudéac,10031,22,22206,Loudéac,10031,06-autres communes et unités urbaines,2,409,48,2049,34359,36530,-5.94306049822064%,De 30 à 40 000 entrées,,OUI,E,RDJPPR,FIXE,NON,I,349,241,53,50.3561232156274%,35.687453042825%,10.8670172802404%,3.08940646130729%,238,48.9415322580645%,31.0653643876784%,48.172681,-2.751236
4,233742,L ARIXO,OCCITANIE,L'ARIXO,65282,Loudenvielle,301,65,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,107,49,269,6847,5707,19.9754687226213%,De 5 à 10 000 entrées,,OUI,E,,FIXE,NON,R,151,124,27,59.2486421243211%,31.004828002414%,7.67954133977067%,2.06698853349427%,77,35.6589147286822%,23.3252866626433%,42.795333,0.411078
4,233802,CINEMA CORNAY,NOUVELLE AQUITAINE,RUE DE L ABREUVOIR,86137,Loudun,7052,86,86204,Loudun,7052,06-autres communes et unités urbaines,1,151,53,718,20145,19715,2.18108039563784%,De 20 à 30 000 entrées,,OUI,E,JPPR,FIXE,NON,I,198,140,2,61.612533833021%,25.8536331459505%,10.61315844264%,1.92067457838851%,98,28.3018867924528%,33.2656672912763%,47.010932,0.084051
4,234273,LE PALAIS,OCCITANIE,SQUARE DU GENERAL DE GAULLE,65286,Lourdes,13546,65,65302,Lourdes,17363,06-autres communes et unités urbaines,1,487,49,235,7556,5891,28.263452724495%,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,C,177,100,15,52.299715671517%,15.5544405418966%,25.48921224285%,6.65663154373641%,131,74.2574257425743%,61.8498076601438%,43.085637,-0.04492
4,234296,LE PAX,OCCITANIE,7 RUE DU REVEREND PERE,65286,Lourdes,13546,65,65302,Lourdes,17363,06-autres communes et unités urbaines,3,492,53,2745,14641,17463,-16.1598808910267%,De 10 à 20 000 entrées,,NON,NON,,FIXE,NON,C,75,67,49,32.948569086811%,49.8121712997746%,15.3678027457141%,1.87145686770029%,7,6.88524590163935%,2.80718530155044%,43.102921,-0.039469
4,234297,LE MAJESTIC,OCCITANIE,11 AVENUE MARANSIN,65286,Lourdes,13546,65,65302,Lourdes,17363,06-autres communes et unités urbaines,1,249,52,402,2953,2079,42.039442039442%,De 2 à 5 000 entrées,,NON,NON,,FIXE,NON,C,15,7,4,79.6816796478158%,8.26278360988825%,12.055536742296%,0%,0,0%,0%,43.098225,-0.045524
3,234801,MEGARAMA LOUVIERS,NORMANDIE,PLACE GEORGES MELIES,27375,Louviers,19022,27,27402,Louviers,40141,05-Unités urbaines de 20 000 à 100 000 hbts,5,960,53,3822,52929,66014,-19.8215530039083%,De 50 à 80 000 entrées,MEGARAMA,NON,NON,,FIXE,NON,C,158,122,71,32.0037158511385%,49.9971562363736%,16.1753275067776%,1.82380040571028%,70,11.5505500261917%,10.7664890894269%,49.216151,1.170764
7,235561,LE CINEMA,PROVENCE-ALPES-COTE D'AZUR,11 RUE DE LA REPUBLIQUE,83073,Le Luc,11166,83,83309,Le Luc,15552,06-autres communes et unités urbaines,1,100,49,519,10098,7336,37.649945474373%,De 10 à 20 000 entrées,,OUI,E,,FIXE,NON,C,159,126,3,54.1165954911113%,26.5964842586156%,16.764326149568%,2.52259410070513%,65,35.7281553398058%,32.2772867216208%,43.395569,6.311016
4,235771,CINE TRISKELL,PAYS DE LA LOIRE,BOULEVARD PHELIPON,85128,Luçon,9918,85,85215,Luçon,9918,06-autres communes et unités urbaines,5,766,53,6839,117987,107539,9.71554505807196%,De 100 à 150 000 entrées,,OUI,E,JPPR,FIXE,NON,I,428,262,157,52.1634180194315%,33.1577540798469%,13.0055087631577%,1.6733191375639%,235,24.5712596096984%,13.6469046613274%,46.460681,-1.176832
3,235831,DRAKKAR,NORMANDIE,PLACE ABEL DOUCET,14384,Luc-sur-Mer,3301,14,14212,Luc-sur-Mer,9858,06-autres communes et unités urbaines,1,340,34,75,3405,3563,-4.43446533819815%,De 2 à 5 000 entrées,,NON,NON,,FIXE,NON,C,37,26,0,48.3006535947712%,36.7320261437909%,14.1830065359477%,0.784313725490196%,10,15.1515151515152%,21.8954248366013%,49.310786,-0.361997
3,235942,ESPACE RONSARD,PAYS DE LA LOIRE,PLACE DU CHAMP DE FOIRE,72176,Le Lude,4173,72,72119,Le Lude,4173,06-autres communes et unités urbaines,1,425,44,102,4883,3022,61.5817339510258%,De 2 à 5 000 entrées,,NON,NON,,FIXE,NON,I,66,52,2,80.0455580865604%,13.5990888382688%,4.14578587699317%,2.20956719817768%,19,30.952380952381%,18.2232346241458%,47.643316,0.156442
9,236001,UGC CINE CITE,GRAND EST,350 RUE DES MAZUROTS,54328,Ludres,6219,54,54204,Ludres,8445,06-autres communes et unités urbaines,14,3048,53,22225,485556,489702,-0.846637342710465%,De 450 à 700 000 entrées,UGC,NON,NON,,FIXE,OUI,C,323,188,184,51.3239239230938%,34.0876202954676%,13.4413729335716%,1.14708284786692%,114,19.4801099247646%,13.6895309254199%,48.617851,6.173437
7,236511,ATHENEE,OCCITANIE,52 RUE LAKANAL,34145,Lunel,26626,34,00551,Lunel,53290,05-Unités urbaines de 20 000 à 100 000 hbts,3,375,49,2816,69263,64745,6.97814503050429%,De 50 à 80 000 entrées,,OUI,D,,FIXE,NON,C,202,166,61,48.9498258141922%,36.3029242978361%,12.8666213735382%,1.88062851443357%,118,24.8045486851457%,23.0835947325055%,43.677738,4.131204
9,236594,CINE LUN,GRAND EST,39 RUE DE LA REPUBLIQUE,54329,Lunéville,18160,54,54402,Lunéville,21872,05-Unités urbaines de 20 000 à 100 000 hbts,4,551,53,5384,102656,101833,0.808185951508843%,De 100 à 150 000 entrées,,NON,NON,,FIXE,NON,C,235,176,106,49.7807713673518%,34.5805888421554%,14.8014046504246%,0.837235140068249%,94,15.342926555784%,11.2967224823427%,48.593047,6.489720
9,236833,ESPACE MELIES,BOURGOGNE / FRANCHE-COMTE,ESPLANADE CHARLES DE GAULLE,70310,Lure,8143,70,70302,Lure,11440,06-autres communes et unités urbaines,2,352,53,1409,39151,38679,1.22030042141731%,De 30 à 40 000 entrées,,OUI,E,JP,FIXE,NON,C,225,166,3,57.3884965741737%,25.3589898406531%,14.228335914735%,3.02417767043814%,95,27.2074659009332%,24.84708476623%,47.686072,6.497922
9,237554,ESPACE MOLIERE,BOURGOGNE / FRANCHE-COMTE,16 AVENUE DES THERMES,70311,Luxeuil-les-Bains,6903,70,70303,Luxeuil-les-Bains,12456,06-autres communes et unités urbaines,2,490,53,1196,26355,24834,6.12466779415318%,De 20 à 30 000 entrées,,OUI,E,JP,FIXE,NON,C,213,160,29,57.6577299727083%,27.1672820677476%,10.9608283833681%,4.21415957617595%,118,29.2476754015216%,25.6822925028094%,47.820086,6.375487
4,237793,MAISON DE LA VALLEE,OCCITANIE,MAISON DE LA VALLEE,65295,Luz-Saint-Sauveur,944,65,65101,Luz-Saint-Sauveur,2290,06-autres communes et unités urbaines,1,137,53,332,5892,6242,-5.6071771867991%,De 5 à 10 000 entrées,,OUI,E,JP,FIXE,NON,R,207,162,0,66.6972308820833%,15.9728589767101%,12.1767834219696%,5.15312671923712%,147,65.8940397350993%,49.0372272143774%,42.87365,-0.003171
6,237821,VOX,BOURGOGNE / FRANCHE-COMTE,9 RUE DES REMPARTS,58149,Luzy,2033,58,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,178,51,503,4467,3633,22.9562345169282%,De 2 à 5 000 entrées,,OUI,E,,FIXE,NON,R,185,160,3,68.2967557251908%,21.0400763358779%,6.87022900763359%,3.79293893129771%,126,59.7107438016529%,42.7003816793893%,46.790178,3.969574
6,237903,PATHE BELLECOUR,AUVERGNE / RHONE-ALPES,79 RUE DE LA REPUBLIQUE,69123,Lyon ,528633,69,00760,Lyon,1714833,04-Unités urbaines de 100 000 hbts ou plus,10,2038,53,15867,506720,519510,-2.46193528517257%,De 450 à 700 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,C,310,158,130,38.8102815955625%,38.6690268721714%,19.485999690074%,3.03469184219205%,134,37.5173633034474%,25.4864447119874%,45.758734,4.834873
