régionCNC;N° auto;nom;région administrative;adresse;code INSEE;commune;population de la commune;DEP;N°UU;unité urbaine;population unité urbaine;situation géographique;écrans;fauteuils;semaines d'activité;séances;entrées 2022;entrées 2021;évolution entrées;tranche d'entrées;programmateur;AE;catégorie Art et Essai;label Art et Essai;genre;multiplexe;zone de la commune;nombre de films programmés;nombre de films inédits;nombre de films en semaine 1;PdM en entrées des films français;PdM en entrées des films américains;PdM en entrées des films européens;PdM en entrées des autres films;films Art et Essai;PdM en entrées des films Art et Essai;latitude;longitude;geolocalisation
5;457563;LE MELIES;HAUTS DE FRANCE;RUE TRUDAINE;59009;Villeneuve-d'Ascq;61902;59;59702;Lille (partie française);1062604;04-Unités urbaines de 100 000 hbts ou plus;1;167;48;1347;46191;24328;89.867642222953;De 40 à 50 000 entrées;;OUI;C;RDJPPR;FIXE;NON;B;334;196;3;58.4867625319178;16.9977153608386;13.5304394570622;10.9850826501814;273;76.0811718854993;50.616176;3.139061;50.616176, 3.139061
6;15374;BEL' DONNE;AUVERGNE-RHONE-ALPES;PLACE DE VERDUN;38006;Allevard;4106;38;358;Allevard;14888;06-autres communes et unités urbaines;2;241;53;1500;29365;18341;60.1057739490758;De 20 à 30 000 entrées;;OUI;E;JP;FIXE;NON;C;195;158;60;53.3685277768066;33.2937104499528;8.97807922245918;4.35968255078139;97;28.0984512114114;45.394059;6.075331;45.394059, 6.075331
6;48503;ARLEQUIN;AUVERGNE-RHONE-ALPES;ESPACE BAUDIN;1034;Belley;9550;1;1205;Belley;10716;06-autres communes et unités urbaines;3;434;52;2630;40410;24554;64.5760364909994;De 40 à 50 000 entrées;;OUI;E;;FIXE;NON;C;272;213;108;44.3962940824866;43.452380952381;9.90486152620044;2.24646343893206;121;12.793883243674;45.759249;5.690752;45.759249, 5.690752
7;185173;ECOCINE VERDON;PROVENCE-ALPES-COTE D'AZUR;AVENUE PIERRE BROSSOLETTE;4094;Gréoux-les-Bains;2825;4;4101;Gréoux-les-Bains;2825;06-autres communes et unités urbaines;2;641;53;2140;26242;14991;75.0516976852778;De 20 à 30 000 entrées;;OUI;E;RDJP;FIXE;NON;I;202;165;17;70.5201121002308;21.7647543686119;4.73953181668315;2.97560171447412;109;27.2461259479064;43.757246;5.886021;43.757246, 5.886021
7;201821;CINEMA CLUB 2000;PROVENCE-ALPES-COTE D'AZUR;STATION ISOLA 2000;6073;Isola;667;6;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;150;27;324;3424;1660;106.265060240964;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;R;72;60;9;53.6507009345794;40.7418224299065;5.16939252336449;0.438084112149533;6;2.68691588785047;44.18736;7.045728;44.18736, 7.045728
7;236511;ATHENEE;OCCITANIE;52 RUE LAKANAL;34145;Lunel;26626;34;463;Lunel;53290;05-Unités urbaines de 20 000 à 100 000 hbts;3;375;49;2907;53224;32859;61.9769317386409;De 50 à 80 000 entrées;;OUI;D;;FIXE;NON;C;214;175;74;51.3562007291607;35.2344957911012;10.2292465975682;3.18005688216992;107;16.2228712134227;43.677738;4.131204;43.677738, 4.131204
7;249441;PRADO;PROVENCE-ALPES-COTE D'AZUR;36 AVENUE DU PRADO;13055;Marseille;876602;13;759;Marseille - Aix-en-Provence;1630325;04-Unités urbaines de 100 000 hbts ou plus;11;1433;53;18082;231836;159859;45.0253035487523;De 200 à 300 000 entrées;AUBERT;NON;NON;;FIXE;OUI;C;253;189;176;43.7476206956221;39.2654438484167;11.9964526734729;4.99048278248832;65;10.5022495241391;43.28385;5.384511;43.28385, 5.384511
7;272358;CINEMA JEAN GABIN;PROVENCE-ALPES-COTE D'AZUR;RUE DES ECOLES;5085;Montgenèvre;466;5;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;188;33;326;4210;2415;74.3271221532091;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;R;109;92;39;43.4183673469388;41.4795918367347;10.7142857142857;4.38775510204082;20;8.29081632653061;44.932175;6.724754;44.932175, 6.724754
7;388371;FOYER RURAL;OCCITANIE;FOYER RURAL;48155;Saint-Germain-de-Calberte;476;48;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;100;53;1157;26327;14576;80.6188254665203;De 20 à 30 000 entrées;;OUI;E;RDJP;ITINERANT;NON;R;96;49;0;59.3927816615185;21.277028125508;11.6078686392457;7.72232157372785;66;63.7619899203382;44.217236;3.808519;44.217236, 3.808519
8;297962;LE CERCLE;GRAND EST;23, RUE CHARLES DE GAULLE;68249;Orbey;3527;68;68116;Orbey;3527;06-autres communes et unités urbaines;1;186;52;318;9144;3940;132.081218274112;De 5 à 10 000 entrées;;OUI;E;;FIXE;NON;I;231;188;0;58.6461952258209;18.9846464193657;17.3932533901154;4.97590496469797;91;22.3691583548134;48.125889;7.163437;48.125889, 7.163437
1;31;UGC NORMANDIE;ILE-DE-FRANCE;116 AVENUE DES CHAMPS ELYSEES;75108;Paris 8e Arrondissement;36218;75;851;Paris;10949158;01-Paris;4;1533;53;6966;148007;119434;23.9236733258536;De 100 à 150 000 entrées;UGC;NON;NON;;FIXE;NON;C;125;79;77;44.7034405122071;36.5053120382748;12.4512769999296;6.3399704495884;54;23.9752339407585;48.872265;2.300938;48.872265, 2.300938
1;733;STUDIO GALANDE;ILE-DE-FRANCE;42 RUE GALANDE;75105;Paris 5e Arrondissement;58050;75;851;Paris;10949158;01-Paris;1;97;53;996;13643;8084;68.7654626422563;De 10 à 20 000 entrées;;OUI;A;;FIXE;NON;C;155;110;4;25.6836224639812;4.69714789767715;53.3372537488974;16.2819758894443;115;87.834460452808;48.851619;2.347076;48.851619, 2.347076
1;1393;LE BRADY;ILE-DE-FRANCE;39 BOULEVARD DE STRASBOURG;75110;Paris 10e Arrondissement;83873;75;851;Paris;10949158;01-Paris;2;139;53;4825;65331;37547;73.9979226036701;De 50 à 80 000 entrées;;OUI;A;RDJPPR;FIXE;NON;C;410;120;4;53.4173342325597;15.2550458111954;19.3887454147681;11.9388745414768;325;82.9306005625648;48.871771;2.355398;48.871771, 2.355398
1;2251;MAJESTIC PASSY;ILE-DE-FRANCE;18 - 20 RUE DE PASSY;75116;Paris 16e Arrondissement;165118;75;851;Paris;10949158;01-Paris;3;617;51;5456;116744;73590;58.6411197173529;De 100 à 150 000 entrées;;NON;NON;;FIXE;NON;C;192;93;60;62.301633423036;18.6015323957765;13.6118586333605;5.48497554782702;102;28.8455176976513;48.858204;2.282104;48.858204, 2.282104
2;23301;JEAN GABIN;ILE-DE-FRANCE;12-14 BOULEVARD LEON FEIX;95018;Argenteuil;109058;95;851;Paris;10949158;03-Grande couronne;1;128;48;795;8196;4030;103.374689826303;De 5 à 10 000 entrées;;OUI;C;RDJP;FIXE;NON;B;145;101;2;56.4237288135593;19.7627118644068;13.1694915254237;10.6440677966102;109;66.9322033898305;48.946909;2.249331;48.946909, 2.249331
2;114042;MY CINE;ILE-DE-FRANCE;SHOPPING PROMENADE 3 RUE ROBERT SCHUMAN;77118;Claye-Souilly;12435;77;77302;Claye-Souilly;12435;03-Grande couronne;3;387;53;3687;128450;63696;101.661014820397;De 100 à 150 000 entrées;;NON;NON;;FIXE;NON;I;90;78;50;21.2102803738318;63.9556074766355;12.0233644859813;2.8107476635514;11;0.350467289719626;48.947319;2.673824;48.947319, 2.673824
2;128535;LA LUCARNE MJC;ILE-DE-FRANCE;100 RUE JULIETTE SAVAR;94028;Créteil;92984;94;851;Paris;10949158;02-Petite Couronne;1;92;48;1310;17349;7312;137.26750547046;De 10 à 20 000 entrées;;OUI;C;JP;FIXE;NON;B;252;148;0;53.3107483831229;16.2611641515245;18.0243301509085;12.4037573144441;192;75.5774561133354;48.777428;2.466468;48.777428, 2.466468
2;172914;CINE GARCHES;ILE-DE-FRANCE;86 GRANDE RUE;92033;Garches;17960;92;851;Paris;10949158;02-Petite Couronne;2;434;47;1123;18909;12182;55.2208175997373;De 10 à 20 000 entrées;;NON;NON;;FIXE;NON;B;204;175;30;61.0299358517463;21.2342599192207;12.8890472796389;4.84675694939416;103;40.8707531480162;48.844239;2.188722;48.844239, 2.188722
2;177201;LE CENTRAL;ILE-DE-FRANCE;SQUARE DE LA MAIRIE;91272;Gif-sur-Yvette;21996;91;851;Paris;10949158;03-Grande couronne;1;155;49;1043;13485;7246;86.1026773392216;De 10 à 20 000 entrées;UGC;OUI;C;;FIXE;NON;B;84;66;34;77.7882131955858;4.94638804101119;10.5502074039289;6.71519135947406;54;61.3837364013462;48.701701;2.13387;48.701701, 2.13387
2;229833;CINE MUNICIPAL YVES MONTAND;ILE-DE-FRANCE;36 RUE EUGENE MASSE;93046;Livry-Gargan;45818;93;851;Paris;10949158;02-Petite Couronne;1;264;50;1075;27941;14100;98.1631205673759;De 20 à 30 000 entrées;;OUI;C;JP;FIXE;NON;B;189;150;0;60.2140346720373;25.6091300398847;8.86545827903487;5.31137700904316;83;29.4198949571536;48.92579;2.545121;48.92579, 2.545121
2;288024;LA FAUVETTE;ILE-DE-FRANCE;21 AV DANIEL PERDRIGE;93049;Neuilly-Plaisance;21059;93;851;Paris;10949158;02-Petite Couronne;1;146;50;1266;19011;11310;68.0901856763926;De 10 à 20 000 entrées;;OUI;C;JP;FIXE;NON;B;240;173;1;63.7592551043303;16.6367511779224;11.3080547453444;8.29593897240296;142;53.2533094009423;48.87311;2.510505;48.87311, 2.510505
2;299572;CINEMA JACQUES TATI;ILE-DE-FRANCE;14 AVENUE SAINT LAURENT;91471;Orsay;15890;91;851;Paris;10949158;03-Grande couronne;3;339;53;3637;52423;32868;59.4955579895339;De 50 à 80 000 entrées;;OUI;C;RDJPPR;FIXE;NON;B;388;248;64;57.6821615572165;17.2508893241137;15.246412726328;9.82053639234182;291;73.9318118230145;48.698781;2.189727;48.698781, 2.189727
2;305402;ESPACE DES ARTS;ILE-DE-FRANCE;PLACE CHARLES DE GAULLE;93057;Les Pavillons-sous-Bois;24003;93;851;Paris;10949158;02-Petite Couronne;1;329;51;1215;41827;24493;70.7712407626669;De 40 à 50 000 entrées;;OUI;C;;FIXE;NON;B;244;194;1;56.6452304394427;26.6800643086817;9.17738478027867;7.497320471597;121;36.2031082529475;48.903037;2.507379;48.903037, 2.507379
2;327961;LE CENTRAL;ILE-DE-FRANCE;134 RUE DE LA REPUBLIQUE;92062;Puteaux;44275;92;851;Paris;10949158;02-Petite Couronne;2;480;48;2512;37805;25296;49.4505060088551;De 30 à 40 000 entrées;;NON;NON;;FIXE;NON;B;152;105;30;39.438472095151;44.9279505946935;11.9510521500457;3.68252516010979;66;20.1795516925892;48.885137;2.239127;48.885137, 2.239127
2;390452;LES TOILES OLYMPIC;ILE-DE-FRANCE;PLACE FRANCOIS TRUFFAUT;95555;Saint-Gratien;21060;95;851;Paris;10949158;03-Grande couronne;3;371;50;3599;51038;29894;70.7299123569947;De 50 à 80 000 entrées;;OUI;C;RDJPPR;FIXE;NON;B;237;136;81;62.8435349345973;16.129620345472;7.8483204958753;13.1785242240554;213;91.6685656989198;48.971269;2.274468;48.971269, 2.274468
2;437562;UGC LES ULIS;ILE-DE-FRANCE;CENTRE COMMERCIAL LES ULIS 2;91692;Les Ulis;25299;91;851;Paris;10949158;03-Grande couronne;4;649;53;5239;39904;28615;39.451336711515;De 30 à 40 000 entrées;UGC;NON;NON;;FIXE;NON;B;95;87;85;32.0043103448276;52.8418203688853;11.1843424218124;3.96952686447474;2;0.498696872493986;48.675884;2.175597;48.675884, 2.175597
3;14033;LE CASINO;HAUTS DE FRANCE;29 RUE DE BOULAN;80016;Albert;9983;80;80301;Albert;9983;06-autres communes et unités urbaines;2;360;51;2413;39160;23043;69.9431497634857;De 30 à 40 000 entrées;;NON;NON;;FIXE;NON;I;186;141;60;43.1611446783082;39.509328729832;14.1557665493659;3.17376004249386;56;13.0237036053383;50.004652;2.648257;50.004652, 2.648257
3;84981;ESPACE CULTUREL FRANCOIS MITTERRAND;NORMANDIE;PARC GEORGES PIERRE;76157;Canteleu;14157;76;755;Rouen;481277;04-Unités urbaines de 100 000 hbts ou plus;1;170;52;131;3913;1415;176.537102473498;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;B;62;40;0;47.2466081404629;37.4833732375632;3.99042298483639;11.2795956371375;20;42.3250864591647;49.452077;1.037664;49.452077, 1.037664
3;89481;LE PARIS;NORMANDIE;3 RUE ARISTIDE CAUCHOIS;76164;Rives-en-Seine;4158;76;76105;Caudebec-en-Caux;4158;06-autres communes et unités urbaines;1;386;53;831;11665;6325;84.4268774703557;De 10 à 20 000 entrées;;OUI;E;;FIXE;NON;I;211;184;24;51.3953907093986;34.3806265754411;12.4504861361181;1.77349657904213;113;25.3150882247029;49.525593;0.72697;49.525593, 0.72697
3;104391;AGORA;BRETAGNE;5 PLACE DE LA RESISTANCE;29026;Châteaulin;5578;29;29204;Châteaulin;5983;06-autres communes et unités urbaines;1;194;53;796;18017;11111;62.1546215462155;De 10 à 20 000 entrées;;OUI;E;;FIXE;NON;C;262;222;7;55.9134013240293;28.3056002862766;11.2959980914892;4.48500029820481;133;36.4167710383491;48.194912;-4.094078;48.194912, -4.094078
3;193591;RIALTO;NORMANDIE;RUE DE LA LIBERATION;50236;La Haye;4078;50;50102;La Haye-du-Puits;4078;06-autres communes et unités urbaines;1;250;53;795;12937;9212;40.4363873208858;De 10 à 20 000 entrées;;OUI;E;JP;FIXE;NON;C;298;251;3;57.6919670534054;20.5561951997166;17.5715171375432;4.18032060933487;174;35.6478611283323;49.288956;-1.544392;49.288956, -1.544392
3;293121;CINEMA PARADISO;PAYS DE LA LOIRE;24 BD DE LA GARE;44110;Nort-sur-Erdre;9396;44;44209;Nort-sur-Erdre;9396;06-autres communes et unités urbaines;1;230;53;462;17093;8841;93.337857708404;De 10 à 20 000 entrées;;OUI;E;JP;FIXE;NON;I;219;169;2;58.5315265486726;28.0282079646018;10.8683628318584;2.57190265486726;91;48.4928097345133;47.441735;-1.502661;47.441735, -1.502661
3;294861;NOUVEAU CINEMA LE PARADISIO 1;HAUTS DE FRANCE;16 BD ERNEST NOEL;60471;Noyon;13409;60;60304;Noyon;15427;06-autres communes et unités urbaines;4;643;53;6181;91976;61302;50.0375191674007;De 80 à 100 000 entrées;;OUI;E;JP;FIXE;NON;C;282;230;165;37.8296876905509;45.6169137130123;13.2229847337554;3.3304138626814;114;6.76282442155678;49.579959;3.008971;49.579959, 3.008971
3;719400;SALLE ALAIN BASHUNG;BOURGOGNE-FRANCHE-COMTE;PLACE DE LA LIBERTE;89348;Saint-Julien-du-Sault;2273;89;89102;Saint-Julien-du-Sault;2755;06-autres communes et unités urbaines;1;178;53;349;4045;3149;28.4534772943792;De 2 à 5 000 entrées;;OUI;E;;FIXE;NON;C;175;131;9;60.811166710561;27.7060837503292;8.74374506189097;2.73900447721886;86;35.2646826441928;48.032408;3.296723;48.032408, 3.296723
4;86860;SALLE MULTISERVICE;NOUVELLE AQUITAINE;1 ROUTE DEPARTEMENTALE 42;64167;Carrère;219;64;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;150;28;100;4204;2091;101.052128168341;De 2 à 5 000 entrées;;NON;NON;;ITINERANT;NON;R;30;17;0;79.5094691089724;20.4905308910276;0;0;13;35.144365104005;43.4817151;-0.280385300000035;43.4817151, -0.2803853000000345
4;88371;SALLE COMMUNALE POLYVALENTE;OCCITANIE;SALLE COMMUNALE POLYVALENTE;9082;Castelnau-Durban;462;9;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;80;49;444;8562;3990;114.586466165414;De 5 à 10 000 entrées;;OUI;E;;ITINERANT;NON;R;116;68;1;56.6704531111953;21.6963271488073;15.7642307206866;5.86898901931087;83;77.1551180108545;43.001442;1.33357;43.001442, 1.33357
4;154921;JEAN RENOIR;NOUVELLE AQUITAINE;RUE DE L HOTEL DE VILLE;33162;Eysines;24483;33;33701;Bordeaux;975671;04-Unités urbaines de 100 000 hbts ou plus;1;169;50;490;11140;5179;115.099440046341;De 10 à 20 000 entrées;;OUI;C;;FIXE;NON;B;243;205;10;73.7808610487656;11.6812895327484;8.8145276474189;5.72332177106713;136;55.5396857784126;44.879016;-0.6384;44.879016, -0.6384
4;252742;MAULE BAITHA;NOUVELLE AQUITAINE;15 RUE ARNAUD DE MAYTIE;64371;Mauléon-Licharre;3189;64;64204;Mauléon-Licharre;6789;06-autres communes et unités urbaines;2;416;53;1313;16204;10173;59.2843802221567;De 10 à 20 000 entrées;;OUI;E;JP;FIXE;NON;C;380;329;71;53.4885290148448;29.1970310391363;13.306342780027;4.0080971659919;215;33.0431848852902;43.221421;-0.889467;43.221421, -0.889467
4;398525;ART CINE;NOUVELLE AQUITAINE;ART CINE;47252;Sainte-Livrade-sur-Lot;6660;47;47401;Villeneuve-sur-Lot;49674;05-Unités urbaines de 20 000 à 100 000 hbts;1;50;50;704;6088;3267;86.3483318028773;De 5 à 10 000 entrées;;OUI;D;RDJPPR;ITINERANT;NON;B;245;177;1;68.3716814159292;13.5752212389381;11.0796460176991;6.97345132743363;186;63.6637168141593;44.397257;0.588996;44.397257, 0.588996
5;184364;CINEMA SPORTICA;HAUTS DE FRANCE;LE POLDER CENTRE ZAC DU POLDER;59273;Gravelines;11175;59;59602;Dunkerque;172821;04-Unités urbaines de 100 000 hbts ou plus;2;369;52;1674;22032;15397;43.0928102877184;De 20 à 30 000 entrées;;OUI;C;JP;FIXE;NON;B;237;178;42;37.9366169544741;40.1344191522763;17.0869309262166;4.84203296703297;104;15.1147959183673;51.003064;2.131258;51.003064, 2.131258
6;19951;ESPACE 300;AUVERGNE-RHONE-ALPES;1 RUE JEAN JAURES;74010;Annecy;134942;74;74601;Annecy;182687;04-Unités urbaines de 100 000 hbts ou plus;2;1188;3;28;4260;2207;93.0222020842773;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;C;23;5;0;38.3329352758538;0;61.6670647241462;0;7;22.9281108192023;45.902197;6.128472;45.902197, 6.128472
6;127103;LA TURBINE;AUVERGNE-RHONE-ALPES;PLACE CHORUS;74010;Annecy;134942;74;74601;Annecy;182687;04-Unités urbaines de 100 000 hbts ou plus;1;183;53;1339;40713;20886;94.9296179258834;De 40 à 50 000 entrées;;NON;NON;;FIXE;NON;C;350;246;9;62.0921331607787;13.9383759671779;15.0342814659801;8.93520940606328;246;65.9002670925462;45.904817;6.100656;45.904817, 6.100656
6;278805;L ATALANTE;BOURGOGNE-FRANCHE-COMTE;PLACE DE L HOTEL DE VILLE;25411;Morteau;7187;25;25204;Morteau;10469;06-autres communes et unités urbaines;1;340;47;395;11036;5013;120.147616197885;De 10 à 20 000 entrées;;OUI;E;JP;FIXE;NON;C;116;80;1;66.7473769168684;3.44027441485069;13.5694108151735;16.2429378531073;93;69.0072639225182;47.05651;6.604743;47.05651, 6.604743
6;297601;SALLE LES CHAVANNES;AUVERGNE-RHONE-ALPES;SALLE LES CHAVANNES;74205;Onnion;1309;74;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;150;53;933;33000;13617;142.344128662701;De 30 à 40 000 entrées;;OUI;E;JP;ITINERANT;NON;R;359;212;1;65.5898974394753;14.4770808623456;11.0549082536803;8.87811344449871;238;59.1048629037885;46.174778;6.496059;46.174778, 6.496059
6;310925;LE CINEMA;AUVERGNE-RHONE-ALPES;RUE ANTOINE DE SAINT EXUPERY;26235;Pierrelatte;13979;26;26301;Pierrelatte;13979;06-autres communes et unités urbaines;2;291;53;1845;33131;18692;77.2469505670875;De 30 à 40 000 entrées;;OUI;E;JP;FIXE;NON;I;218;182;90;35.7913558172514;47.5676675504039;13.3793698748382;3.26160675750663;80;12.1524138356249;44.376008;4.701762;44.376008, 4.701762
6;386192;LE COLISEE;AUVERGNE-RHONE-ALPES;7 BD GABRIEL COUSIN;42222;Saint-Galmier;5966;42;42501;Saint-Just-Saint-Rambert;64098;05-Unités urbaines de 20 000 à 100 000 hbts;1;202;50;1088;19775;13375;47.8504672897196;De 10 à 20 000 entrées;;OUI;D;JPPR;FIXE;NON;B;258;182;25;59.2216395252553;23.6875517526911;10.8860060723158;6.20480264973779;129;40.5741098537124;45.591253;4.316478;45.591253, 4.316478
1;4713;BORIS VIAN GRANDE HALLE;ILE-DE-FRANCE;211 AV JEAN JAURES;75119;Paris 19e Arrondissement;184156;75;851;Paris;10949158;01-Paris;1;287;5;25;9690;;;De 5 à 10 000 entrées;;NON;NON;;FIXE;NON;C;24;0;0;35.6512714063311;45.9678256357032;18.3809029579658;0;23;96.2947586922678;48.888947;2.392436;48.888947, 2.392436
1;5852;MAJESTIC BASTILLE;ILE-DE-FRANCE;4 BD RICHARD LENOIR;75111;Paris 11e Arrondissement;145124;75;851;Paris;10949158;01-Paris;2;356;53;3980;83619;53823;55.3592330416365;De 80 à 100 000 entrées;;OUI;A;RDJP;FIXE;NON;C;179;111;56;61.9423995867235;12.9626759653881;13.9894097894873;11.1055146584011;137;88.970683197727;48.860238;2.37214;48.860238, 2.37214
1;6531;UGC LYON BASTILLE;ILE-DE-FRANCE;12 RUE DE LYON;75112;Paris 12e Arrondissement;141275;75;851;Paris;10949158;01-Paris;7;1273;53;12127;200980;136006;47.7728923723953;De 200 à 300 000 entrées;UGC;NON;NON;;FIXE;NON;C;175;126;117;45.2751517563937;40.983679968156;11.657378843666;2.08378943178426;52;6.62055925962782;48.847502;2.371855;48.847502, 2.371855
1;8341;NOUVEL ODEON;ILE-DE-FRANCE;6 RUE DE L ECOLE DE MEDECINE;75106;Paris 6e Arrondissement;40452;75;851;Paris;10949158;01-Paris;1;119;53;1597;30787;18313;68.1155463332059;De 30 à 40 000 entrées;;OUI;A;RDPR;FIXE;NON;C;180;49;1;62.3258253827743;9.80295728008918;17.3371364873283;10.5340808498082;171;94.4559194780499;48.850764;2.341747;48.850764, 2.341747
2;66835;CINEMA LANDOWSKI;ILE-DE-FRANCE;28 AVENUE ANDRE-MORIZET;92012;Boulogne-Billancourt;122162;92;851;Paris;10949158;02-Petite Couronne;1;154;48;1697;41099;23607;74.0966662430635;De 40 à 50 000 entrées;;OUI;C;RDJPPR;FIXE;NON;B;188;105;80;57.1228170626968;7.72974520469511;15.7572287432007;19.3902089894074;170;93.7102776982537;48.83591;2.239289;48.83591, 2.239289
2;68114;LE CINEMA;ILE-DE-FRANCE;10 AVENUE FRANCIS DE PRESSENSE;93013;Le Bourget;15695;93;851;Paris;10949158;02-Petite Couronne;1;83;49;1112;6622;863;667.323290845886;De 5 à 10 000 entrées;;NON;NON;;FIXE;NON;B;198;169;1;61.8791042263007;23.2193972049167;11.4834147162822;3.41808385250042;78;54.6388280855363;48.932361;2.424858;48.932361, 2.424858
2;108774;COSMOS;ILE-DE-FRANCE;22 AV DE LA RESISTANCE;77108;Chelles;54691;77;851;Paris;10949158;03-Grande couronne;2;645;52;3538;63326;36307;74.4181562784036;De 50 à 80 000 entrées;;OUI;C;JP;FIXE;NON;B;274;152;32;41.1055172769292;44.9715630852764;10.7201154659015;3.20280417189299;145;22.0983178405127;48.877872;2.586341;48.877872, 2.586341
2;117051;L'HELIOS;ILE-DE-FRANCE;27 A 39 RUE DU BOURNARD;92025;Colombes;87328;92;851;Paris;10949158;02-Petite Couronne;4;477;53;6560;115506;64655;78.6497563993504;De 100 à 150 000 entrées;;OUI;C;JPPR;FIXE;NON;B;244;155;121;46.8497217068646;38.1150278293135;10.3729128014842;4.66233766233766;153;33.0185528756957;48.923159;2.255372;48.923159, 2.255372
2;258952;LA LUCIOLE;ILE-DE-FRANCE;1 ROUTE DE PONTOISE;95394;Méry-sur-Oise;10083;95;851;Paris;10949158;03-Grande couronne;1;228;41;310;4680;2846;64.4413211524947;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;B;146;118;0;51.6889238020424;26.4728986645719;11.6260801256874;10.2120974076984;44;26.1063105525007;49.060326;2.170288;49.060326, 2.170288
2;284490;LES LUMIERES;ILE-DE-FRANCE;49 RUE MAURICE THOREZ;92050;Nanterre;96402;92;851;Paris;10949158;02-Petite Couronne;4;660;53;6943;86859;52547;65.2977334576665;De 80 à 100 000 entrées;;OUI;C;RDJPPR;FIXE;NON;B;320;205;140;49.0500478581824;31.3294085253124;12.4759070108959;7.14463660560924;220;49.9639424652864;48.892601;2.195729;48.892601, 2.195729
2;314413;CINEMA GERARD PHILIPE;ILE-DE-FRANCE;1 PLACE JANE RHODES;92060;Le Plessis-Robinson;29719;92;851;Paris;10949158;02-Petite Couronne;2;400;53;2081;43461;23166;87.6068376068376;De 40 à 50 000 entrées;;OUI;C;;FIXE;NON;B;155;124;22;55.3134470408496;26.4958549352568;11.6687955518822;6.52190247201142;53;21.5793823728304;48.777607;2.254424;48.777607, 2.254424
2;320532;ROYAL UTOPIA;ILE-DE-FRANCE;14 RUE ALEXANDRE PRACHAY;95500;Pontoise;32453;95;851;Paris;10949158;03-Grande couronne;1;272;33;148;9188;6672;37.7098321342926;De 5 à 10 000 entrées;;OUI;C;;FIXE;NON;B;77;50;33;56.5893481923027;27.6402747181547;3.3691849164183;12.4011921731243;63;65.2196449397434;49.049188;2.099047;49.049188, 2.099047
2;384792;ESPACE CULTUREL LES 26 COULEURS;ILE-DE-FRANCE;IMPASSE PASTEUR;77407;Saint-Fargeau-Ponthierry;14429;77;851;Paris;10949158;03-Grande couronne;1;222;44;548;7820;4657;67.9192613270346;De 5 à 10 000 entrées;;OUI;C;;FIXE;NON;B;170;115;0;64.1270293363714;20.2363998860723;11.1791512389633;4.45741953859299;98;56.3657077755625;48.535934;2.547053;48.535934, 2.547053
2;408323;UTOPIA;ILE-DE-FRANCE;1 PLACE MENDES-FRANCE;95572;Saint-Ouen-l'Aumône;24849;95;851;Paris;10949158;03-Grande couronne;5;513;50;7478;109254;66499;64.2941999127806;De 100 à 150 000 entrées;;OUI;C;RDJPPR;FIXE;NON;B;387;243;165;69.1131857593017;11.5710567005265;11.5681208776153;7.74763666255651;303;77.3599123167557;49.044334;2.106823;49.044334, 2.106823
2;429132;MEGA CGR;ILE-DE-FRANCE;PROMENADE DU 7ÈME ART;77468;Torcy;22604;77;851;Paris;10949158;03-Grande couronne;16;2891;53;31382;618151;356362;73.4615363029728;De 450 à 700 000 entrées;CGR;NON;NON;;FIXE;OUI;B;357;259;254;22.4148676151247;55.8129570662071;11.9285962366796;9.84357908198871;93;3.3880920153597;48.840592;2.654959;48.840592, 2.654959
3;84382;CINEMA LE BEAULIEU;PAYS DE LA LOIRE;ROUTE D'INGRANDES;49054;Candé;2870;49;49109;Candé;2870;06-autres communes et unités urbaines;1;142;51;326;3229;1984;62.7520161290323;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;I;159;138;0;62.0083146786057;28.7496002558363;6.01215222257755;3.22993284298049;45;16.1816437480013;47.551609;-1.038715;47.551609, -1.038715
3;125513;CINEMA DE LA GARE;NORMANDIE;PLACE DU 6 JUIN;14191;Courseulles-sur-Mer;4237;14;14118;Courseulles-sur-Mer;4237;06-autres communes et unités urbaines;1;240;53;592;14373;9171;56.7222767419038;De 10 à 20 000 entrées;;OUI;E;;FIXE;NON;I;166;142;1;59.8112663881285;28.1443596023628;9.34303414493589;2.70133986457283;71;23.1738942515488;49.334767;-0.457474;49.334767, -0.457474
3;177112;LE CLUB;CENTRE-VAL DE LOIRE;PLACE DU PETIT CHATEAU;45155;Gien;13716;45;45303;Gien;14902;06-autres communes et unités urbaines;1;188;50;759;17666;9041;95.3987390775357;De 10 à 20 000 entrées;;OUI;E;;FIXE;NON;C;194;159;30;48.951048951049;38.3741258741259;7.39260739260739;5.28221778221778;85;31.6683316683317;47.733433;2.650054;47.733433, 2.650054
